8393489095,3411,95515,124234,94747,191281,343443,
4664975349,3108,684081,838657,425056,563079,589197,
1246251577,7961,512379,757355,612958,823671,151952,
932090509,3586,343894,829367,520837,428559,620146,
7155401866,2349,530541,711807,548935,607451,798657,
312616878,1061,23195,414298,105613,568660,566463,
1710926136,3521,633354,182681,540492,298961,804280,
5017115813,6846,349739,533736,718485,750396,169463,
5625704092,323,773770,603468,210523,804971,335631,
58105672,6872,371418,289978,692057,670599,804173,
4415602110,1943,599365,490884,35664,28734,678361,
6993083195,6546,67356,268888,635273,147212,590225,
5261521243,5282,397573,281423,372203,33421,608731,
2873536536,2928,817709,563719,39316,321742,194664,
3371620359,5275,600109,1863,673732,574293,340932,
4890613630,8129,42183,46020,668361,694119,751627,
167108300,5608,200194,667165,407879,731929,550548,
6370145072,1591,526813,102303,466414,9032,24790,
2790956957,1634,175660,215534,702802,4665,198613,
6432266597,8022,679790,424034,679459,733902,840837,
2444128597,2152,367964,153185,47813,331183,100313,
4862003473,3667,206468,449688,451813,627694,760849,
1651004788,582,231724,685127,301856,603680,52721,
2877038096,4776,379851,148237,255670,463238,215942,
7710868039,7665,186961,374745,571244,602586,495362,
372309486,1441,618062,690208,253690,211448,221414,
6158692714,1704,7136,744157,354397,741758,113201,
4325301267,3702,270457,808938,389170,366126,39951,
6610614147,2915,416636,289034,717014,45447,284684,
4095161781,4343,632657,849008,357102,485697,6103,
3763464742,8082,339864,800001,316571,852242,124079,
6929151053,762,451524,276411,719855,35155,69345,
6968607664,6093,809983,694208,788647,342925,227452,
7532029887,7514,412624,643370,601213,519035,89670,
5909534524,345,554504,100991,125976,662845,726583,
6779543029,6441,258531,797229,66666,255400,855736,
288227181,681,602347,121827,551744,403396,420142,
3219772772,2443,276063,211935,492085,460545,700803,
869174993,4156,822653,558682,395927,96357,362327,
2441353098,1971,650515,18658,70697,77662,137373,
7903238145,6071,660085,420963,642930,215266,597074,
4802003818,1779,633901,619749,570243,18081,255256,
1230298990,3816,719026,645144,178947,173539,666091,
4734223284,2951,392238,567414,133311,447599,9564,
8014433401,2373,644881,503737,190059,457743,98363,
2844479525,2516,327424,458780,492936,239146,327415,
2200699024,3389,172906,324789,758453,490360,761766,
582582168,4508,778913,267403,308437,610378,479442,
1228577188,515,230873,790456,762931,847323,369093,
3218406627,7845,132293,7369,473119,675680,603466,
42702852,8101,150560,493882,759969,546807,266906,
4217188319,2925,186047,278825,634779,430166,224965,
5921720432,7313,491866,359695,504462,348490,499925,
4477434332,6550,197191,544881,186145,1186,380407,
8447588605,2738,552532,466119,427368,558739,462543,
3214550299,1893,247386,412017,685742,482322,501940,
5548010301,3061,40218,843405,54213,47889,295799,
2499784871,5094,852772,538475,795361,384190,838496,
1836143288,1202,197012,819541,144949,228890,512545,
7409244288,3970,290787,775627,357391,235394,410706,
7706094915,4815,720316,458426,335341,187660,558020,
5531984711,5155,588796,785732,309706,735789,840696,
1821565271,8502,226220,403822,336391,785075,575096,
7760424293,5301,815290,160270,514147,619776,410336,
5530749683,7692,412334,554977,23504,458076,689642,
2900757984,7856,604251,821632,222448,178420,567759,
1190760115,3437,690230,97143,396900,819347,169378,
5769188671,5151,319304,373810,123371,558091,319550,
787461414,288,529053,617364,124465,562091,772194,
2292836427,5031,14662,719535,686546,198870,277827,
5514785192,4671,756,488696,346947,413500,414861,
2842343065,3733,776088,110996,425847,707686,224880,
6174492891,1649,285139,322995,155104,96417,734294,
791041992,1123,840677,3451,39959,129775,20950,
4417400909,4732,494021,301333,350717,137047,482024,
3603722460,6257,292404,16916,398136,557293,607602,
4960302498,4375,109765,91880,29734,782197,563237,
399252810,6989,671477,591262,397020,43619,339624,
8137608158,1564,848221,106900,239319,770512,16952,
7032731350,4505,14015,595670,721415,417066,729993,
6025528282,3454,496019,328538,757490,31489,548373,
1039265322,7391,196458,480379,170480,49658,445364,
8064435791,7745,736959,339640,625290,216467,732190,
1992582575,8087,57637,401408,513853,91577,719131,
2103083032,1731,492212,793937,2424,141741,102644,
2623051505,2571,653027,76299,626759,734688,822372,
4414832242,5308,386928,688346,298502,183919,721490,
3841489198,4152,128960,185997,507356,552942,775408,
7064022006,6140,849852,106482,144201,316222,182784,
5042447699,6192,843175,134610,140099,280807,262168,
1817499384,5046,848110,295935,601656,504852,580401,
2085279135,7727,341359,326913,308922,441026,447893,
7292825204,3541,78318,116883,174833,597238,301058,
2915014978,4125,667073,657305,112417,118317,547614,
2808140754,2366,29356,529584,415889,400709,372386,
8041254729,2393,232201,180546,769551,835190,780262,
4496590591,6974,378487,746330,816336,763241,489915,
1478884230,6070,406435,717597,474150,596431,119234,
7674626640,4226,670879,415093,170044,580748,540073,
4313244586,1346,400573,354288,501784,169025,207383,
7666754617,5842,574254,540197,832026,266664,55209,
4715801829,7319,759934,830591,58540,263392,46305,
2040414588,3370,301610,734870,503923,834146,191888,
645974742,8432,476705,598180,464595,242051,460539,
5524765527,5818,644688,263106,98558,514019,775256,
3411388238,1581,660717,689619,568265,195016,288382,
2974929151,5187,161077,739755,675181,595239,790593,
1854085485,7526,298478,569581,179221,296367,709583,
7911354627,5352,484973,657490,205569,386053,537356,
3158818535,7300,41130,171975,311803,512025,428976,
5801099401,896,659345,573092,210443,324958,535911,
598774838,5602,233690,764550,563641,588260,729537,
4078098508,2314,549063,824294,712970,40000,215211,
2081501389,5401,634572,483077,306291,491707,158705,
3906087949,5442,4133,448819,109658,342091,704662,
6905331146,5886,611518,18376,784825,327336,796476,
523455897,6982,225749,278813,792894,495918,291575,
5454144099,6378,511289,65291,284094,593236,663245,
291805898,2110,366958,755065,624789,825521,266953,
942883546,5432,719675,123611,529625,402819,429584,
551289548,1711,335982,706540,842722,742700,48841,
4638826812,1034,508594,111433,789360,547831,467034,
3292525512,6597,527497,794500,731239,30116,530243,
186845069,7523,654786,334813,23086,525145,219950,
1941788678,4312,563573,387537,442222,177474,699376,
5089631284,355,120400,742220,200366,805751,399790,
4397830483,3392,162114,151986,338967,157435,471007,
6497261438,8145,785225,447590,321939,769108,440478,
2496403786,3598,23047,592468,747795,827696,236127,
5799174055,5189,333607,193974,12891,8493,780572,
5741051632,1929,418218,487332,693663,304205,452237,
592090990,7596,225073,782699,706353,107581,346231,
1852352625,1062,376317,325632,722315,583046,143183,
1600704410,6724,721446,643567,173252,812711,68995,
1984687962,3076,140183,756153,198214,373639,840526,
6115650094,6270,132908,556168,250548,380319,671693,
4114425596,8213,207638,250657,736898,608085,25878,
1068718048,6445,112023,54681,392439,724602,352050,
336364477,5113,114173,202460,850714,356928,601188,
447667916,3718,549363,15482,527632,131655,665263,
6832536653,5335,631861,510444,742011,279278,471172,
2316631271,8322,440701,609839,268576,556601,298505,
1577129123,983,793211,609539,387563,98703,375540,
1383737931,2959,581597,346648,300890,297585,204889,
4811070233,2864,59972,405701,816647,263641,530194,
8028500186,2715,604605,660396,269781,95876,509341,
3185389490,5483,312016,340515,254115,675238,171005,
3923549140,993,212643,734771,807795,642120,628999,
8139054585,6911,752795,701919,795259,766741,318526,
7203103456,7182,677295,683879,652579,762204,64287,
7674658004,5900,189167,500258,152709,597328,710971,
4754057963,1768,148221,521842,60200,459070,531772,
8455032833,7954,779521,516873,621664,98837,564928,
2155484729,4839,22116,2336,832826,193328,432534,
7415294029,2285,343689,687237,741383,211007,438479,
6735016680,600,345114,726674,694741,108815,659979,
3661364378,1038,377495,657792,185932,281799,766765,
4832942433,6490,579477,178925,26800,701419,459356,
7151651182,1966,250067,13941,296150,619264,752252,
6733850676,300,578461,799799,87702,33064,390431,
7561597630,2082,186315,175181,223194,588949,433911,
8195245303,6620,114433,93491,779337,595339,718959,
7361945011,7271,443508,353335,424487,420571,229648,
5863308170,799,805423,39287,812990,176880,98553,
1005218259,5913,739552,96213,443640,184574,745989,
2041817552,2523,40064,451189,632662,344820,442522,
1758437846,3650,287114,830726,104267,570898,70136,
2561036202,4806,834708,140451,118287,720618,240380,
4015826636,8343,831517,241880,182435,204697,94271,
2884708006,6409,319190,611859,484682,341581,547608,
8011452629,3501,266551,726105,227716,590118,770687,
6035909054,1845,685001,382108,642439,229567,588823,
1873541604,3050,490757,347411,513400,538819,785189,
4571233313,1888,50142,792273,785689,22616,617591,
4052669005,2687,520140,518961,74080,526317,180689,
2191233117,6388,802645,54066,392864,442253,501633,
1003067835,1391,645169,431984,199493,339562,199320,
3681607323,957,217831,256684,632812,383027,24071,
5168368530,599,254870,280769,154233,644340,10993,
2375305739,6304,547136,709096,612532,585195,417571,
6638328691,944,837518,702414,606952,925,555318,
464142682,2963,20682,851013,585698,632498,429738,
